raceId,driverId,qualifyId,constructorId,Result,resultId,grid,final_race_pos,points,year,Race_round,circuitId,date,lat,lng,tempmax,tempmin,temp,dew,humidity,precip,snow,snowdepth,windspeed,winddir,cloudcover,ReachedQ2,ReachedQ3,Finished Race,SetQ1Time,Finished_Race,Q2_Millsec,Q3_Millsec,Q1_Millsec,race_time_hr,literal
860,0,4967,0,2,21232,2,1,25,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,85700,85100,86800,6,1
860,1,4971,1,6,21233,6,2,18,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,86000,85700,87000,6,1
860,2,4966,0,1,21234,1,3,15,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,85600,84900,86800,6,1
860,3,4970,1,5,21235,5,4,12,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,86600,85700,87100,6,1
860,4,4977,2,12,21236,12,5,10,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,86500,-9999,86700,6,1
860,5,4978,3,13,21237,13,6,8,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,86600,-9999,86200,6,1
860,6,4983,4,18,21238,17,7,6,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,-9999,-9999,87800,6,1
860,7,4982,3,17,21239,22,8,4,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,-9999,-9999,86600,6,1
860,8,4975,5,10,21240,10,9,2,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,86300,-9999,87000,6,1
860,9,4980,6,15,21241,15,10,1,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,87100,-9999,87500,6,1
860,10,4976,5,11,21242,11,11,0,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,86400,-9999,86500,6,1
860,11,4972,7,7,21243,7,12,0,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,85500,85700,86800,6,1
860,12,4973,8,8,21244,8,13,0,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,86200,85900,86800,6,1
860,13,4986,9,21,21245,20,14,0,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,-9999,-9999,90900,6,1
860,14,4987,9,22,21246,21,15,0,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,-9999,-9999,91700,6,1
860,15,4979,8,14,21247,14,16,0,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,1,1,1,86700,-9999,87000,6,1
860,16,4981,2,16,21248,16,0,0,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,0,1,1,87500,-9999,87600,6,1
860,17,4984,10,19,21249,18,0,0,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,0,1,1,-9999,-9999,88700,6,1
860,18,4985,10,20,21250,19,0,0,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,0,1,1,-9999,-9999,89000,6,1
860,19,4969,7,4,21251,4,0,0,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,0,1,1,85600,85300,86600,6,1
860,20,4968,4,3,21252,3,0,0,2012,1,0,18/03/2012,-37.8497,144.968,69.5,51.3,61.3,53.5,77.1,0.004,0.0,0.0,13.8,172.4,52.8,1,1,0,1,1,85800,85300,86500,6,1
861,4,4998,2,9,21256,8,1,25,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97400,97600,98200,8,1
861,7,4999,3,10,21257,9,2,18,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97500,97700,97900,8,1
861,2,4990,0,1,21258,1,3,15,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97100,96200,97800,8,1
861,3,4993,1,4,21259,4,4,12,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97400,96500,97200,8,1
861,6,4994,4,5,21260,10,5,10,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,96700,96500,98000,8,1
861,15,5002,8,13,21261,13,6,8,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97800,-9999,98400,8,1
861,9,5003,6,14,21262,14,7,6,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97900,-9999,98300,8,1
861,10,5007,5,18,21263,18,8,4,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,-9999,-9999,99100,8,1
861,21,5005,6,16,21264,16,9,2,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97900,-9999,98300,8,1
861,19,4992,7,3,21265,3,10,1,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97000,96400,97500,8,1
861,1,4995,1,6,21266,5,11,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97400,96600,98100,8,1
861,8,5004,5,15,21267,15,12,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97900,-9999,98400,8,1
861,11,4997,7,8,21268,7,13,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97000,96700,97700,8,1
861,0,4991,0,2,21269,2,14,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,96900,96400,97600,8,1
861,16,5001,2,12,21270,12,15,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97700,-9999,98400,8,1
861,18,5009,10,20,21271,19,16,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,-9999,-9999,99600,8,1
861,13,5010,9,21,21272,20,17,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,-9999,-9999,100900,8,1
861,17,5008,10,19,21273,24,18,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,-9999,-9999,99300,8,1
861,12,5000,8,11,21274,11,19,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,97600,-9999,97800,8,1
861,14,5011,9,22,21275,21,20,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,-9999,-9999,101300,8,1
861,22,5013,11,24,21276,23,21,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,-9999,-9999,103700,8,1
861,23,5012,11,23,21277,22,22,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,1,1,1,-9999,-9999,102900,8,1
861,5,5006,3,17,21278,17,0,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,0,1,1,98100,-9999,98400,8,1
861,20,4996,4,7,21279,6,0,0,2012,2,1,25/03/2012,2.76083,101.738,89.6,77.0,80.6,76.5,87.8,0.118,0.0,0.0,16.1,331.7,88.6,1,1,0,1,1,97300,96700,98100,8,1
862,11,5014,7,1,21280,1,1,25,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,95700,95100,96900,7,1
862,0,5019,0,6,21281,5,2,18,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,95900,96200,96700,7,1
862,2,5015,0,2,21282,7,3,15,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,95900,95600,96800,7,1
862,3,5020,1,7,21283,6,4,12,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,95700,96300,96700,7,1
862,1,5024,1,11,21284,11,5,10,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,96000,-9999,96900,7,1
862,20,5023,4,10,21285,10,6,8,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,95900,-9999,96300,7,1
862,15,5027,8,14,21286,14,7,6,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,96300,-9999,96700,7,1
862,12,5026,8,13,21287,13,8,4,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,96300,-9999,96500,7,1
862,4,5022,2,9,21288,9,9,2,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,96000,96600,96300,7,1
862,5,5017,3,4,21289,3,10,1,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,95900,95800,96900,7,1
862,7,5021,3,8,21290,8,11,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,95800,96500,96200,7,1
862,9,5028,6,15,21291,15,12,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,96300,-9999,96600,7,1
862,16,5025,2,12,21292,12,13,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,96300,-9999,96600,7,1
862,6,5018,4,5,21293,4,14,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,95900,95900,96800,7,1
862,21,5029,6,16,21294,16,15,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,96700,-9999,96900,7,1
862,10,5031,5,18,21295,24,16,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,-9999,-9999,97700,7,1
862,8,5030,5,17,21296,17,17,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,97000,-9999,96900,7,1
862,18,5033,10,20,21297,19,18,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,-9999,-9999,98700,7,1
862,13,5034,9,21,21298,20,19,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,-9999,-9999,99300,7,1
862,14,5035,9,22,21299,21,20,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,-9999,-9999,99700,7,1
862,23,5036,11,23,21300,22,21,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,-9999,-9999,100400,7,1
862,22,5037,11,24,21301,23,22,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,-9999,-9999,101000,7,1
862,17,5032,10,19,21302,18,23,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,1,1,1,-9999,-9999,98500,7,1
862,19,5016,7,3,21303,2,0,0,2012,3,2,15/04/2012,31.3389,121.22,69.5,55.4,61.1,50.7,69.8,0.004,0.0,0.0,9.2,139.2,53.6,1,1,0,1,1,95800,95700,96800,7,1
863,1,5038,1,1,21304,1,1,25,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93500,92400,94300,12,1
863,6,5048,4,11,21305,11,2,18,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93800,-9999,94600,12,1
863,20,5044,4,7,21306,7,3,15,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93200,93000,94000,12,1
863,3,5040,1,3,21307,3,4,12,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93300,92600,94000,12,1
863,11,5042,7,5,21308,5,5,10,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93200,92800,94600,12,1
863,9,5047,6,10,21309,10,6,8,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93500,-9999,96600,12,1
863,4,5046,2,9,21310,9,7,6,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93400,-9999,94800,12,1
863,2,5039,0,2,21311,2,8,4,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93200,92500,94800,12,1
863,16,5051,2,14,21312,14,9,2,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93900,-9999,94400,12,1
863,19,5055,7,18,21313,22,10,1,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,-9999,-9999,94900,12,1
863,7,5045,3,8,21314,8,11,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93700,93400,93800,12,1
863,21,5050,6,13,21315,13,12,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93800,-9999,94600,12,1
863,5,5049,3,12,21316,12,13,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93800,-9999,94100,12,1
863,10,5056,5,19,21317,17,14,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,-9999,-9999,95000,12,1
863,8,5043,5,6,21318,6,15,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93600,92900,94000,12,1
863,18,5057,10,20,21319,18,16,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,-9999,-9999,95800,12,1
863,17,5053,10,16,21320,16,17,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,96100,-9999,94900,12,1
863,0,5041,0,4,21321,4,18,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,93400,92700,94800,12,1
863,13,5060,9,23,21322,23,19,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,-9999,-9999,97900,12,1
863,23,5059,11,22,21323,20,20,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,-9999,-9999,97900,12,1
863,22,5061,11,24,21324,24,21,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,-9999,-9999,98300,12,1
863,15,5052,8,15,21325,15,22,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,1,1,1,94000,-9999,94500,12,1
863,12,5054,8,17,21326,21,0,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,0,1,1,-9999,-9999,94600,12,1
863,14,5058,9,21,21327,19,0,0,2012,4,3,22/04/2012,26.0325,50.5106,83.5,70.9,77.5,52.2,42.3,0.0,0.0,0.0,21.0,327.5,23.5,1,1,0,1,1,-9999,-9999,97700,12,1
864,12,5063,8,2,21328,1,1,25,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,82100,82300,83400,12,1
864,4,5064,2,3,21329,2,2,18,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,82900,82300,83300,12,1
864,6,5066,4,5,21330,4,3,15,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,82900,82500,83400,12,1
864,20,5065,4,4,21331,3,4,12,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,82700,82400,83200,12,1
864,5,5071,3,10,21332,9,5,10,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,82900,-9999,83400,12,1
864,1,5069,1,8,21333,7,6,8,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,82900,-9999,83800,12,1
864,11,5068,7,7,21334,6,7,6,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,82900,83000,83400,12,1
864,2,5062,0,1,21335,24,8,4,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,82500,81700,82600,12,1
864,0,5072,0,11,21336,10,9,2,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,82900,-9999,83500,12,1
864,21,5075,6,14,21337,13,10,1,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,83200,-9999,83700,12,1
864,3,5073,1,12,21338,11,11,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,83000,-9999,83600,12,1
864,10,5076,5,15,21339,14,12,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,83300,-9999,84400,12,1
864,8,5077,5,16,21340,15,13,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,83400,-9999,83900,12,1
864,9,5074,6,13,21341,12,14,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,83100,-9999,83900,12,1
864,16,5078,2,17,21342,16,15,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,83400,-9999,83900,12,1
864,17,5081,10,20,21343,19,16,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,-9999,-9999,85500,12,1
864,18,5080,10,19,21344,18,17,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,-9999,-9999,85300,12,1
864,13,5083,9,22,21345,21,18,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,-9999,-9999,87000,12,1
864,23,5084,11,23,21346,22,19,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,1,1,1,-9999,-9999,87600,12,1
864,7,5067,3,6,21347,5,0,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,0,1,1,82800,82500,84300,12,1
864,14,5082,9,21,21348,20,0,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,0,1,1,-9999,-9999,86600,12,1
864,22,5085,11,24,21349,23,0,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,0,1,1,-9999,-9999,91100,12,1
864,15,5079,8,18,21350,17,0,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,0,1,1,-9999,-9999,85000,12,1
864,19,5070,7,9,21351,8,0,0,2012,5,4,13/05/2012,41.57,2.26111,73.3,64.1,68.3,59.8,74.6,0.068,0.0,0.0,14.1,114.6,47.1,1,1,0,1,1,82900,-9999,83800,12,1
865,3,5087,1,2,21352,1,1,25,2012,6,5,27/05/2012,43.7347,7.42056,69.7,61.8,65.2,57.6,76.9,0.126,0.0,0.0,14.2,11.2,64.7,1,1,1,1,1,75000,74400,76000,12,1
865,11,5088,7,3,21353,2,2,18,2012,6,5,27/05/2012,43.7347,7.42056,69.7,61.8,65.2,57.6,76.9,0.126,0.0,0.0,14.2,11.2,64.7,1,1,1,1,1,75000,74400,75900,12,1
865,4,5091,2,6,21354,5,3,15,2012,6,5,27/05/2012,43.7347,7.42056,69.7,61.8,65.2,57.6,76.9,0.126,0.0,0.0,14.2,11.2,64.7,1,1,1,1,1,75100,74900,76200,12,1
865,1,5095,1,10,21355,9,4,12,2012,6,5,27/05/2012,43.7347,7.42056,69.7,61.8,65.2,57.6,76.9,0.126,0.0,0.0,14.2,11.2,64.7,1,1,1,1,1,75200,-9999,75800,12,1
865,2,5089,0,4,21356,3,5,10,2012,6,5,27/05/2012,43.7347,7.42056,69.7,61.8,65.2,57.6,76.9,0.126,0.0,0.0,14.2,11.2,64.7,1,1,1,1,1,75200,74600,76100,12,1
865,16,5092,2,7,21357,7,6,8,2012,6,5,27/05/2012,43.7347,7.42056,69.7,61.8,65.2,57.6,76.9,0.126,0.0,0.0,14.2,11.2,64.7,1,1,1,1,1,74900,75000,76000,12,1
865,9,5100,6,15,21358,14,7,6,2012,6,5,27/05/2012,43.7347,7.42056,69.7,61.8,65.2,57.6,76.9,0.126,0.0,0.0,14.2,11.2,64.7,1,1,1,1,1,75700,-9999,76100,12,1
